N,Sect,Year,Mo,Da,Ho,Mi,Se,EpicentralArea,MainRef,TLDef,LatDef,LonDef,DepDef,IoDef,TIoDef,MwDef,ErMwDef,TMwDef,RefM,MdpN,Imax,LatM,LonM,ErrLatM,ErrLonM,TepiM,Io,MwM,ErMwM,TMwM,RefIns,LatIns,LonIns,DepIns,MwIns,ErMwIns,TMwIns,RefMwIns,EqID,CPTI11id
598,MA,1703,05,25,,,,Sabina,MOLAL008,NP,,,,,,,,,MOLAL008,3,D,,,,,,,,,,,,,,,,,,17030525_0000_000,465
599,MA,1703,06,29,18,,,Valnerina,MOLAL008,MM,42.749,12.948,,5-6,bx,4.40,0.46,Mdm,MOLAL008,3,5-6,42.749,12.948,2.5,8.8,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17030629_1800_000,466
600,MA,1703,09,16,17,,,Faentino,CAMAL011b,MM,44.288,11.881,,6,bx,4.63,0.46,Mdm,CAMAL011b,1,6,44.288,11.881,,,bx0,6,4.63,0.46,bxi,,,,,,,,,17030916_1700_000,
601,MA,1703,11,23,13,,,Ljubljana,ZIVC009,PC,46.080,14.500,,6,pc,4.63,0.46,MIo,,,,,,,,,,,,,,,,,,,,,17031123_0000_000,467
602,MA,1703,12,21,21,,,Piemonte-Liguria,CAMAL015,MM,44.542,8.529,,4,bx,3.70,0.46,Mdm,CAMAL015,3,F,44.542,8.529,20.2,15.9,bx0,4,3.70,0.46,bxi,,,,,,,,,17031228_0000_000,468
603,MA,1704,05,13,12,15,,Riviera Ligure,CAMAL015,MM,44.298,8.574,,5,bx,4.16,0.46,Mdm,CAMAL015,4,6,44.298,8.574,8.0,13.2,bx0,5,4.16,0.46,bxi,,,,,,,,,17040513_1215_000,
604,MA,1704,05,14,00,45,,Riviera Ligure,CAMAL015,MM,44.363,8.689,,5,bx,4.16,0.46,Mdm,CAMAL015,2,5,44.363,8.689,6.2,16.6,bx0,5,4.16,0.46,bxi,,,,,,,,,17040515_0045_000,470
605,MA,1704,05,20,,,,Valnerina,MOLAL008,MM,42.793,13.094,,5,bx,4.16,0.46,Mdm,MOLAL008,3,5,42.793,13.094,,,bx0,5,4.16,0.46,bxi,,,,,,,,,17040520_0000_000,471
606,MA,1704,08,,,,,Abruzzo,CAMAL011b,NP,,,,,,,,,CAMAL011b,1,D,,,,,,,,,,,,,,,,,,17040800_0000_001,
607,MA,1705,04,14,19,20,,Senese,CFTI4med,MM,43.318,11.332,,4,bx,3.70,0.46,Mdm,CFTI4med,2,5,43.318,11.332,,,bx0,4,3.70,0.46,bxi,,,,,,,,,17050414_1920_000,472
608,MA,1705,11,29,,,,Abruzzo-Lazio,MOLAL008,NP,,,,,,,,,MOLAL008,4,D,,,,,,,,,,,,,,,,,,17051129_0000_000,473
609,MA,1706,03,19,,,,Stretto di Messina,AMGNDT995,MM,38.203,15.641,,5-6,bx,4.76,0.54,Mdm,AMGNDT995,4,5-6,38.203,15.641,4.0,2.9,bx0,5-6,4.76,0.54,bxn,,,,,,,,,17060319_0000_000,474
610,MA,1706,03,28,,,,Tirol. Innsbruck,ZAMG010,PC,47.270,11.390,,6,pc,4.63,0.46,MIo,,,,,,,,,,,,,,,,,,,,,17060328_0000_000,475
611,MA,1706,11,03,13,,,Maiella,CFTI4med,MM,42.076,14.080,,10-11,bx,6.84,0.10,Mdm,CFTI4med,99,10-11,42.076,14.080,7.5,6.9,bx0,10-11,6.84,0.10,bxn,,,,,,,,,17061103_1300_000,476
612,MA,1706,12,02,,,,Tirol. Hall,ZAMG010,PC,47.280,11.510,,6-7,pc,4.86,0.46,MIo,,,,,,,,,,,,,,,,,,,,,17061202_0000_000,477
613,MA,1707,03,24,,,,Monti Martani,AMGNDT995,MM,42.699,12.617,,7-8,bx,5.21,0.35,Mdm,AMGNDT995,8,7-8,42.699,12.617,0.6,0.5,bx0,7-8,5.21,0.35,bxn,,,,,,,,,17070324_0000_000,478
614,MA,1708,01,26,,,,Pollino,CAMAL011b,MM,39.930,16.105,,8,bx,5.56,0.46,Mdm,CAMAL011b,7,8-9,39.930,16.105,5.6,6.4,bx0,8,5.56,0.46,bxi,,,,,,,,,17080126_0000_000,479
615,MA,1708,03,03,,,,Appennino lucano,CAMAL011b,MM,39.941,15.804,,6-7,bx,4.86,0.46,Mdm,CAMAL011b,2,7-8,39.941,15.804,,,bx0,6-7,4.86,0.46,bxi,,,,,,,,,17080303_0000_000,
616,MA,1708,04,15,03,10,,Appennino lucano,CAMAL011b,MM,40.059,15.742,,5,bx,4.16,0.46,Mdm,CAMAL011b,2,5,40.059,15.742,7.3,1.8,bx0,5,4.16,0.46,bxi,,,,,,,,,17080415_0310_000,
617,MA,1710,12,13,21,,,Salento,CAMAL011b,MM,40.412,17.707,,5,bx,4.16,0.46,Mdm,CAMAL011b,2,6,40.412,17.707,6.6,39.3,bx0,5,4.16,0.46,bxi,,,,,,,,,17101213_2100_000,
618,MA,1711,01,07,,,,Stretto di Messina,CAMAL011b,MM,38.108,15.647,,5,bx,4.16,0.46,Mdm,CAMAL011b,1,5,38.108,15.647,,,bx0,5,4.16,0.46,bxi,,,,,,,,,17110107_0000_000,
619,MA,1711,02,21,,,,Stretto di Messina,CAMAL011b,MM,38.147,15.601,,5,bx,4.16,0.46,Mdm,CAMAL011b,2,5,38.147,15.601,4.3,4.0,bx0,5,4.16,0.46,bxi,,,,,,,,,17110221_0000_000,
620,MA,1711,03,14,,,,Stretto di Messina,CAMAL011b,MM,38.147,15.601,,5,bx,4.16,0.46,Mdm,CAMAL011b,2,5-6,38.147,15.601,4.3,4.0,bx0,5,4.16,0.46,bxi,,,,,,,,,17110314_0000_000,
621,MA,1711,03,30,03,,,Cassinese,MOLAL008,MM,41.491,13.814,,5,bx,4.16,0.46,Mdm,MOLAL008,1,5,41.491,13.814,,,bx0,5,4.16,0.46,bxi,,,,,,,,,17110330_0300_000,480
622,MA,1711,05,21,,,,Vicentino,CAMAL012,MM,45.548,11.546,,4,bx,3.70,0.46,Mdm,CAMAL012,2,5,45.548,11.546,,,bx0,4,3.70,0.46,bxi,,,,,,,,,17110521_0000_000,
623,MA,1712,03,28,,,,Appennino umbro-marchigiano,MONA987,MM,43.513,12.734,,6-7,bx,4.86,0.46,Mdm,MONA987,3,7-8,43.513,12.734,,,bx0,6-7,4.86,0.46,bxi,,,,,,,,,17120328_0000_000,481
624,MA,1712,05,08,,,,Campobasso,AMGNDT995,MM,41.561,14.660,,6-7,bx,4.86,0.46,Mdm,AMGNDT995,1,6-7,41.561,14.660,,,bx0,6-7,4.86,0.46,bxi,,,,,,,,,17120508_0000_000,482
625,MA,1712,07,16,,,,Calabria meridionale,AMGNDT995,MM,38.202,16.064,,5-6,bx,4.40,0.46,Mdm,AMGNDT995,4,D,38.202,16.064,15.5,20.7,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17120716_0000_000,483
626,MA,1712,08,11,,,,Vaud. Bex,ECOS-09,PC,46.250,7.010,,4,pc,3.20,1.00,Mpc,,,,,,,,,,,,,,,,,,,,,17120811_0000_000,484
627,MA,1713,01,03,,,,Bassa Murgia,AMGNDT995,MM,40.589,17.113,,5-6,bx,4.40,0.46,Mdm,AMGNDT995,2,6-7,40.589,17.113,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17130103_0000_000,485
628,MA,1714,08,,,,,Salernitano,MOLAL008,MM,40.680,14.760,,5-6,bx,4.40,0.46,Mdm,MOLAL008,3,6-7,40.680,14.760,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17140800_0000_000,487
629,MA,1714,,,,,,Narni,AMGNDT995,MM,42.517,12.521,,7-8,bx,5.33,0.46,Mdm,AMGNDT995,1,7-8,42.517,12.521,,,bx0,7-8,5.33,0.46,bxi,,,,,,,,,17140000_0000_002,486
630,MA,1715,02,21,,,,Calabria meridionale,AMGNDT995,MM,38.271,16.154,,5-6,bx,4.40,0.46,Mdm,AMGNDT995,4,5-6,38.271,16.154,9.2,22.1,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17150221_0000_000,488
631,MA,1715,03,,,,,Sicilia nord-orientale,CAMAL011b,MM,38.204,15.398,,6,bx,4.63,0.46,Mdm,CAMAL011b,2,6-7,38.204,15.398,2.2,13.8,bx0,6,4.63,0.46,bxi,,,,,,,,,17150300_0000_000,
632,MA,1716,02,03,,,,Slovenia occidentale,ZIVC009,PC,46.080,13.620,,7,pc,5.10,0.46,MIo,,,,,,,,,,,,,,,,,,,,,17160203_0000_000,489
633,MA,1716,10,04,,,,Valnerina,MOLAL008,MM,42.718,13.013,,6-7,bx,4.86,0.46,Mdm,MOLAL008,1,6-7,42.718,13.013,,,bx0,6-7,4.86,0.46,bxi,,,,,,,,,17161004_0000_000,490
634,MA,1716,11,,,,,Adriatico meridionale,CAMAL011b,NP,,,,,,,,,CAMAL011b,5,HF,,,,,,,,,,,,,,,,,,17161100_0000_000,
635,MA,1716,12,01,,,,Catania,BARAL996,MM,37.502,15.087,,6,bx,4.63,0.46,Mdm,BARAL996,2,7,37.502,15.087,,,bx0,6,4.63,0.46,bxi,,,,,,,,,17161201_0000_000,491
636,MA,1717,02,,,,,Abruzzo,CAMAL011b,NP,,,,,,,,,CAMAL011b,1,HF,,,,,,,,,,,,,,,,,,17170200_0000_000,
637,MA,1717,03,31,,,,Costa pesarese,CAMAL012,MM,43.910,12.910,,5,bx,4.16,0.46,Mdm,CAMAL012,1,5,43.910,12.910,,,bx0,5,4.16,0.46,bxi,,,,,,,,,17170331_0000_000,492
638,MA,1717,04,04,,,,Ragusano,BARAL996,MM,36.950,14.532,,6-7,bx,4.86,0.46,Mdm,BARAL996,2,6-7,36.950,14.532,,,bx0,6-7,4.86,0.46,bxi,,,,,,,,,17170404_0000_000,493
639,MA,1717,04,22,,,,Monti Peloritani,BARAL996,MM,38.099,15.211,,6-7,bx,4.91,0.34,Mdm,BARAL996,7,7-8,38.099,15.211,,,bx0,6-7,4.91,0.34,bxn,,,,,,,,,17170422_0000_000,494
640,MA,1717,06,15,,,,Ionio meridionale,BARAL996,NP,,,,,,,,,BARAL996,2,5-6,,,,,,,,,,,,,,,,,,17170615_0000_000,495
641,MA,1718,02,20,,,,Sicilia orientale,BARAL996,MM,37.599,14.619,,6-7,bx,5.25,0.43,Mdm,BARAL996,7,6-7,37.599,14.619,12.4,15.4,bx0,6-7,5.25,0.43,bxn,,,,,,,,,17180220_0000_000,496
642,MA,1718,07,14,,,,Cassinese,MOLAL008,MM,41.491,13.814,,5,bx,4.16,0.46,Mdm,MOLAL008,1,5,41.491,13.814,,,bx0,5,4.16,0.46,bxi,,,,,,,,,17180714_0000_000,497
643,MA,1718,08,18,,,,Maceratese,CAMAL011b,MM,43.300,13.453,,5-6,bx,4.40,0.46,Mdm,CAMAL011b,4,6-7,43.300,13.453,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17180818_0000_000,
644,MA,1719,01,07,,,,Italia nord-orientale,CAMAL011b,MM,46.123,11.991,,5-6,bx,4.94,0.40,Mdm,CAMAL011b,11,D,46.123,11.991,64.0,23.1,bx0,5-6,4.94,0.40,bxn,,,,,,,,,17190107_0000_000,498
645,MA,1719,06,27,06,30,,Valnerina,CFTI4med,MM,42.876,13.047,,8,bx,5.59,0.26,Mdm,CFTI4med,16,8,42.876,13.047,2.5,1.0,bx0,8,5.59,0.26,bxn,,,,,,,,,17190627_0630_000,499
646,MA,1719,12,12,19,,,Valli Giudicarie,ALBAL003,MM,45.803,10.671,,5,bx,4.16,0.46,Mdm,ALBAL003,2,6,45.803,10.671,29.4,35.0,bx0,5,4.16,0.46,bxi,,,,,,,,,17191212_1900_000,500
647,MA,1720,01,10,,,,Toscana settentrionale,MOLAL008,MM,44.037,10.142,,4-5,bx,3.93,0.46,Mdm,MOLAL008,3,5-6,44.037,10.142,,,bx0,4-5,3.93,0.46,bxi,,,,,,,,,17200110_0000_000,501
648,MA,1720,06,07,,,,Tavoliere delle Puglie,AMGNDT995,MM,41.262,15.920,,6-7,bx,5.22,0.43,Mdm,AMGNDT995,7,6-7,41.262,15.920,6.3,30.0,bx0,6-7,5.22,0.43,bxn,,,,,,,,,17200607_0000_000,502
649,MA,1720,08,28,,,,Cassinese,AMGNDT995,MM,41.491,13.814,,5-6,bx,4.35,0.46,Mdm,AMGNDT995,2,D,41.491,13.814,,,bxM,5-6,4.40,0.46,bxi,,,,,,,,,17200828_0000_000,503
650,MA,1720,09,12,,,,Calabria meridionale,AMGNDT995,MM,38.228,15.887,,5-6,bx,4.40,0.46,Mdm,AMGNDT995,2,6-7,38.228,15.887,4.8,29.0,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17200912_0000_000,504
651,MA,1721,01,12,,,,Costa croata settentrionale,HERA995,PC,45.300,14.400,,10,pc,6.50,0.46,MIo,,,,,,,,,,,,,,,,,,,,,17210112_0000_000,505
652,MA,1721,06,18,,,,Appennino umbro-marchigiano,CFTI4med,MM,43.052,12.855,,7,bx,5.10,0.46,Mdm,CFTI4med,1,7,43.052,12.855,,,bx0,7,5.10,0.46,bxi,,,,,,,,,17210618_0000_000,506
653,MA,1722,09,,,,,Matera,CAMAL011b,MM,40.667,16.611,,5,bx,4.16,0.46,Mdm,CAMAL011b,1,5,40.667,16.611,,,bx0,5,4.16,0.46,bxi,,,,,,,,,17220900_0000_000,
654,MA,1723,06,,,,,Roccamonfina,MOLAL008,MM,41.288,13.983,,5-6,bx,4.40,0.46,Mdm,MOLAL008,1,5-6,41.288,13.983,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17230600_0000_000,507
655,MA,1723,09,19,,,,Cassinese,MOLAL008,MM,41.491,13.814,,5-6,bx,4.40,0.46,Mdm,MOLAL008,1,5-6,41.491,13.814,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17230919_0000_000,508
656,MA,1724,08,03,,,,Stretto di Messina,MOLAL008,MM,38.178,15.686,,6-7,bx,4.99,0.57,Mdm,MOLAL008,4,6-7,38.178,15.686,3.3,1.7,bx0,6-7,4.99,0.57,bxn,,,,,,,,,17240803_0000_000,509
657,MA,1724,12,11,20,,,Colline Metallifere,CASAL996,MM,43.206,11.008,,7,bx,5.10,0.46,Mdm,CASAL996,5,7-8,43.206,11.008,2.5,2.0,bx0,7,5.10,0.46,bxi,,,,,,,,,17241211_2000_000,510
658,MA,1725,04,17,13,,,Appennino umbro-marchigiano,CAMAL011b,MM,43.564,12.487,,5-6,bx,4.80,0.47,Mdm,CAMAL011b,8,6-7,43.564,12.487,7.4,17.6,bx0,5-6,4.80,0.47,bxn,,,,,,,,,17250417_1305_000,511
659,MA,1725,04,18,13,,,Appennino umbro-marchigiano,CAMAL011b,MM,43.457,12.239,,5,bx,4.16,0.46,Mdm,CAMAL011b,1,5,43.457,12.239,,,bx0,5,4.16,0.46,bxi,,,,,,,,,17250418_1300_000,
660,MA,1725,10,29,17,40,,Appennino tosco-emiliano,CFTI4med,MM,44.207,11.573,,8,bx,5.67,0.28,Mdm,CFTI4med,28,8,44.207,11.573,5.5,1.2,bx0,8,5.67,0.28,bxn,,,,,,,,,17251029_1740_000,512
661,MA,1726,01,28,21,,,Appennino bolognese,CAMAL011b,MM,44.359,11.630,,6-7,bx,4.86,0.46,Mdm,CAMAL011b,1,6-7,44.359,11.630,,,bx0,6-7,4.86,0.46,bxi,,,,,,,,,17260128_2100_000,
662,MA,1726,04,19,22,,,Crete Senesi,CAMAL011b,MM,43.242,11.510,,7-8,bx,5.33,0.46,Mdm,CAMAL011b,5,HD,43.242,11.510,,,bx0,7-8,5.33,0.46,bxi,,,,,,,,,17260419_0000_000,513
663,MA,1726,09,01,21,55,,Tirreno meridionale,CFTI4med,MM,38.115,13.362,,7-8,bx,5.48,0.63,Mdm,CFTI4med,8,8-9,38.115,13.362,,,bx0,7-8,5.48,0.63,bxn,,,,,,,,,17260901_2155_000,514
664,MA,1726,09,23,,,,Bacino di Gubbio,CASAL016,MM,43.309,12.546,,6,bx,4.85,0.38,Mdm,CASAL016,13,HD,43.309,12.546,4.1,5.3,bx0,6,4.85,0.38,bxn,,,,,,,,,17260923_0000_000,
665,MA,1727,01,07,,,,Val di Noto,BARAL996,MM,36.915,15.046,,6-7,bx,4.64,0.26,Mdm,BARAL996,14,7-8,36.915,15.046,2.8,2.1,bx0,6-7,4.64,0.26,bxn,,,,,,,,,17270107_0000_000,515
666,MA,1727,03,09,11,,,Mugello,CAMAL011b,MM,44.057,11.367,,6-7,bx,4.93,0.52,Mdm,CAMAL011b,6,6-7,44.057,11.367,6.9,1.0,bx0,6-7,4.93,0.52,bxn,,,,,,,,,17270309_1100_000,
667,MA,1727,05,08,05,30,,Stretto di Sicilia,CAMAL011b,MM,37.508,13.083,,5-6,bx,4.64,0.27,Mdm,CAMAL011b,9,6-7,37.508,13.083,,,bx0,5-6,4.64,0.27,bxn,,,,,,,,,17270508_0530_000,
668,MA,1727,07,04,,,,Sicilia occidentale,MOLAL008,NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17270704_0000_000,516
669,MA,1727,08,18,,,,Tirol. Innsbruck,ZAMG010,PC,47.270,11.390,,6-7,pc,4.86,0.46,MIo,,,,,,,,,,,,,,,,,,,,,17270818_0000_000,517
670,MA,1727,12,14,19,45,,Valle del Metauro,MONA987,MM,43.610,12.819,,7,bx,5.24,0.26,Mdm,MONA987,32,7,43.610,12.819,2.6,4.1,bx0,7,5.24,0.26,bxn,,,,,,,,,17271214_1945_000,518
671,MA,1728,02,04,03,,,Bolognese,CAMAL011b,MM,44.398,11.590,,5-6,bx,4.40,0.46,Mdm,CAMAL011b,2,6-7,44.398,11.590,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17280204_0300_000,
672,MA,1728,02,08,,,,Roccamonfina,MOLAL008,MM,41.294,13.983,,6-7,bx,4.86,0.46,Mdm,MOLAL008,3,7,41.294,13.983,0.7,0.0,bx0,6-7,4.86,0.46,bxi,,,,,,,,,17280208_0000_000,519
673,MA,1728,05,,,,,Lamezia Terme,MOLAL008,MM,38.974,16.318,,5-6,bx,4.40,0.46,Mdm,MOLAL008,1,5-6,38.974,16.318,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17280500_0000_000,520
674,MA,1729,01,13,21,,,Berna. Frutigen,ECOS-09,PC,46.630,7.630,,6,pc,5.20,0.50,Mpc,,,,,,,,,,,,,,,,,,,,,17290113_2100_000,521
675,MA,1729,06,23,,,,Casentino,MOLAL008,MM,43.773,11.486,,6,bx,4.63,0.46,Mdm,MOLAL008,7,7,43.773,11.486,0.1,18.4,bx0,6,4.63,0.46,bxi,,,,,,,,,17290623_0220_000,522
676,MA,1729,06,29,13,,,Golfo di Patti,BARAL996,MM,38.154,15.139,,6-7,bx,4.86,0.46,Mdm,BARAL996,4,6-7,38.154,15.139,4.1,7.6,bx0,6-7,4.86,0.46,bxi,,,,,,,,,17290629_1300_000,523
677,MA,1730,03,29,00,05,,Versilia,CFTI4med,MM,43.877,10.272,,4,bx,3.70,0.46,Mdm,CFTI4med,4,5,43.877,10.272,17.7,10.4,bx0,4,3.70,0.46,bxi,,,,,,,,,17300329_0005_000,
678,MA,1730,05,12,05,,,Valnerina,CFTI4med,MM,42.753,13.120,,9,bx,6.04,0.10,Mdm,CFTI4med,115,9,42.753,13.120,1.1,1.4,bx0,9,6.04,0.10,bxn,,,,,,,,,17300512_0500_000,524
679,MA,1730,10,23,,,,Bacino di Gubbio,CASAL016,MM,43.282,12.619,,6-7,bx,4.86,0.46,Mdm,CASAL016,9,HD,43.282,12.619,3.8,2.7,bx0,6-7,4.86,0.46,bxi,,,,,,,,,17301023_1020_000,525
680,MA,1731,03,20,03,,,Tavoliere delle Puglie,CFTI4med,MM,41.274,15.757,,9,bx,6.33,0.13,Mdm,CFTI4med,49,9,41.274,15.757,5.1,9.3,bx0,9,6.33,0.13,bxn,,,,,,,,,17310320_0300_000,526
681,MA,1731,03,29,,,,Alta Valtiberina,CAMAL011b,MM,43.670,12.041,,6,bx,4.76,0.27,Mdm,CAMAL011b,9,7,43.670,12.041,,,bx0,6,4.76,0.27,bxn,,,,,,,,,17310329_0000_000,527
682,MA,1731,04,26,,,,Cassinese,MOLAL008,MM,41.489,13.822,,5-6,bx,4.56,0.34,Mdm,MOLAL008,6,5-6,41.489,13.822,0.2,0.7,bx0,5-6,4.56,0.34,bxn,,,,,,,,,17310426_0000_000,528
683,MA,1731,05,10,05,20,,Costa pugliese centrale,CAMAL011b,MM,41.300,16.349,,5-6,bx,4.40,0.46,Mdm,CAMAL011b,3,6-7,41.300,16.349,2.2,5.8,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17310510_0520_000,
684,MA,1731,09,15,14,,,Abruzzo,CAMAL011b,NP,,,,,,,,,CAMAL011b,2,D,,,,,,,,,,,,,,,,,,17310915_0000_000,529
685,MA,1731,10,17,11,,,Tavoliere delle Puglie,CAMAL011b,MM,41.317,15.947,,6-7,bx,4.86,0.46,Mdm,CAMAL011b,6,7-8,41.317,15.947,5.8,13.0,bx0,6-7,4.86,0.46,bxi,,,,,,,,,17311017_1100_000,530
686,MA,1731,12,09,,,,Appennino pistoiese,MOLAL008,MM,43.933,10.915,,4,bx,3.70,0.46,Mdm,MOLAL008,3,D,43.933,10.915,,,bx0,4,3.70,0.46,bxi,,,,,,,,,17311209_0000_000,531
687,MA,1731,12,23,,,,Appennino pistoiese,MOLAL008,MM,43.933,10.915,,4,bx,3.70,0.46,Mdm,MOLAL008,2,HF,43.933,10.915,,,bx0,4,3.70,0.46,bxi,,,,,,,,,17311223_0000_000,
688,MA,1732,02,04,18,20,,Parma,CFTI4med,MM,44.871,10.468,,5-6,bx,4.65,0.35,Mdm,CFTI4med,9,6-7,44.871,10.468,8.2,5.0,bx0,5-6,4.65,0.35,bxn,,,,,,,,,17320204_1820_000,532
689,MA,1732,03,28,,,,Monti Peloritani,BARAL996,MM,38.169,15.335,,5,bx,4.16,0.46,Mdm,BARAL996,3,5-6,38.169,15.335,4.1,9.6,bx0,5,4.16,0.46,bxi,,,,,,,,,17320328_0000_000,533
690,MA,1732,05,21,,,,Livorno,CAMAL011b,MM,43.551,10.309,,4-5,bx,3.93,0.46,Mdm,CAMAL011b,2,5-6,43.551,10.309,,,bx0,4-5,3.93,0.46,bxi,,,,,,,,,17320521_0000_000,
691,MA,1732,08,09,,,,Romagna,POST990,MM,44.288,11.878,,6,bx,4.63,0.46,Mdm,POST990,3,6,44.288,11.878,4.2,7.5,bx0,6,4.63,0.46,bxi,,,,,,,,,17320809_0000_000,534
692,MA,1732,11,29,07,40,,Irpinia,CFTI4med,MM,41.064,15.059,,10-11,bx,6.75,0.10,Mdm,CFTI4med,183,10-11,41.064,15.059,2.8,3.2,bx0,10-11,6.75,0.10,bxn,,,,,,,,,17321129_0740_000,535
693,MA,1733,01,29,,,,Irpinia,CAMAL011b,NP,,,,,,,,,CAMAL011b,4,HF,,,,,,,,,,,,,,,,,,17330129_0000_000,
694,MA,1733,05,15,00,30,,Puglia,CAMAL011b,NP,,,,,,,,,CAMAL011b,3,D,,,,,,,,,,,,,,,,,,17330515_0030_000,
695,MA,1733,07,16,04,,,Irpinia,CAMAL011b,MM,41.023,14.785,,5,bx,4.16,0.46,Mdm,CAMAL011b,2,5-6,41.023,14.785,12.1,0.6,bx0,5,4.16,0.46,bxi,,,,,,,,,17330716_0400_000,
696,MA,1733,10,19,03,30,,Anconetano,CAMAL011b,MM,43.666,13.368,,4-5,bx,3.93,0.46,Mdm,CAMAL011b,4,5-6,43.666,13.368,5.3,11.7,bx0,4-5,3.93,0.46,bxi,,,,,,,,,17331019_0000_000,536
697,MA,1733,10,20,,,,Anconetano,CAMAL011b,MM,43.619,13.513,,5-6,bx,4.40,0.46,Mdm,CAMAL011b,1,5-6,43.619,13.513,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17331020_0000_000,537
698,MA,1735,01,26,,,,Casertano,CAMAL011b,MM,41.038,14.387,,5,bx,4.16,0.46,Mdm,CAMAL011b,3,6,41.038,14.387,,,bx0,5,4.16,0.46,bxi,,,,,,,,,17350126_0310_000,538
699,MA,1735,09,06,,,,Vibonese,AMGNDT995,MM,38.678,16.129,,6,bx,4.82,0.65,Mdm,AMGNDT995,5,6,38.678,16.129,3.3,3.8,bx0,6,4.82,0.65,bxn,,,,,,,,,17350906_0000_000,539
700,MA,1736,04,23,,,,Maurienne,SISFR014,MM,45.250,6.300,,5-6,bx,4.40,0.46,Mdm,SISFR014,1,5-6,45.250,6.300,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17360423_0000_000,
701,MA,1736,08,16,,,,Sicilia centro-settentrionale,BARAL996,MM,37.897,13.562,,6-7,bx,4.86,0.46,Mdm,BARAL996,5,7-8,37.897,13.562,,,bxM,6-7,4.86,0.46,bxi,,,,,,,,,17360816_0000_000,540
702,MA,1737,03,31,17,20,,Monti di Avella,CFTI4med,MM,40.920,14.661,,7,bx,5.10,0.46,Mdm,CFTI4med,3,7,40.920,14.661,0.7,11.1,bx0,7,5.10,0.46,bxi,,,,,,,,,17370331_1720_000,541
703,MA,1737,06,11,00,30,,Val di Pesa,CFTI4med,MM,43.563,11.166,,5,bx,4.16,0.46,Mdm,CFTI4med,4,6,43.563,11.166,10.4,1.6,bx0,5,4.16,0.46,bxi,,,,,,,,,17370611_0030_000,542
704,MA,1737,11,11,00,20,,Siracusa,CAMAL011b,MM,37.073,15.286,,5-6,bx,4.40,0.46,Mdm,CAMAL011b,1,5-6,37.073,15.286,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17371111_0020_000,
705,MA,1738,05,23,,,,Calabria centrale,CAMAL011b,MM,38.903,16.171,,7,bx,5.10,0.46,Mdm,CAMAL011b,5,7,38.903,16.171,22.3,3.8,bx0,7,5.10,0.46,bxi,,,,,,,,,17380600_0000_000,543
706,MA,1738,07,19,01,,,Lazio settentrionale,ENEL995,MM,42.626,12.095,,6-7,bx,4.86,0.46,Mdm,ENEL995,2,7-8,42.626,12.095,,,bx0,6-7,4.86,0.46,bxi,,,,,,,,,17380719_0100_000,544
707,MA,1738,11,05,00,30,,Emilia occidentale,ENEL985,MM,44.906,10.028,,7,bx,5.10,0.46,Mdm,ENEL985,10,7,44.906,10.028,8.4,14.5,bx0,7,5.10,0.46,bxi,,,,,,,,,17381105_0030_000,545
708,MA,1739,02,12,21,30,,Tavoliere delle Puglie,MOLAL008,MM,41.462,15.545,,5-6,bx,4.40,0.46,Mdm,MOLAL008,5,6-7,41.462,15.545,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17390212_2130_000,546
709,MA,1739,02,27,04,20,,Benevento,CAMAL011b,MM,41.131,14.778,,5-6,bx,4.40,0.46,Mdm,CAMAL011b,3,6-7,41.131,14.778,,,bx0,5-6,4.40,0.46,bxi,,,,,,,,,17390227_0420_000,
710,MA,1739,03,06,02,30,,Catanzarese,CAMAL011b,MM,38.736,16.559,,4-5,bx,3.93,0.46,Mdm,CAMAL011b,2,5-6,38.736,16.559,18.7,3.0,bx0,4-5,3.93,0.46,bxi,,,,,,,,,17390306_0230_000,
711,MA,1739,05,10,15,25,,Monti Nebrodi,CFTI4med,MM,38.098,14.744,,8,bx,5.41,0.38,Mdm,CFTI4med,6,8-9,38.098,14.744,2.7,3.9,bx0,8,5.41,0.38,bxn,,,,,,,,,17390510_1525_000,547
712,EV,1739,06,05,,,,Etna - Versante nord-occidentale,AZZCA015,MM,37.832,14.891,,6-7,bx,3.47,0.33,MIo,AZZCA015,2,5-6,37.832,14.891,5.1,5.0,bx0,6-7,3.47,0.33,IoV1,,,,,,,,,17390605_0000_000,
713,MA,1739,07,16,05,,,Mugello,CAMAL011b,NP,,,,,,,,,CAMAL011b,2,D,,,,,,,,,,,,,,,,,,17390716_0500_000,
